Experimentos de degradación de PLÁSTICO LDPE						Experimentos de degradación de PLÁSTICO LDPE pretratado con luz UV				
Wavenumber	LDPE C - control	A15F	A18A	A30C		Wavenumber	LDPE UV - Control	A15F	A18A	A30C
738.012892	0.030844146	0.027038547	0.02001164	0.029068565		738.012892	0.025352133	0.025890046	0.018532387	0.019931457
739.876561	0.029025146	0.025189456	0.018670214	0.026953209		739.876561	0.023863213	0.024184787	0.017249827	0.01854033
741.74023	0.026614313	0.023250186	0.017329982	0.024706173		741.74023	0.021787363	0.022366319	0.015921271	0.01700866
743.603899	0.023840073	0.021125926	0.015813869	0.022387945		743.603899	0.019411885	0.020358043	0.014477866	0.015430099
745.467567	0.021211208	0.018794387	0.014108854	0.020015779		745.467567	0.017214262	0.018193464	0.012944178	0.01379388
747.331236	0.018565637	0.016267106	0.012254533	0.017558659		747.331236	0.014944976	0.015879703	0.01121869	0.012099792
749.194905	0.015783904	0.013599895	0.010295984	0.01494508		749.194905	0.012628008	0.01339863	0.009342086	0.010360401
751.058574	0.013041175	0.010943915	0.008385547	0.012298592		751.058574	0.010425053	0.010889005	0.007489468	0.008610923
752.922243	0.010407723	0.008330947	0.006547964	0.009667846		752.922243	0.008241289	0.008382456	0.005624332	0.006865696
754.785912	0.007810171	0.005821232	0.004782187	0.007006313		754.785912	0.006095701	0.005962665	0.003862182	0.005063861
756.649581	0.005408499	0.003469797	0.003142518	0.004507307		756.649581	0.004053129	0.003766282	0.002364818	0.003303805
758.51325	0.003419675	0.001412039	0.001718855	0.002324939		758.51325	0.002347628	0.001860816	0.00110453	0.001688985
760.376919	0.001823818	2.39E-04	5.46E-04	5.21E-04		760.376919	9.57E-04	2.40E-04	8.91E-05	2.85E-04
762.240588	4.01E-04	0.001492376	4.07E-04	7.99E-04		762.240588	1.68E-04	0.00106103	7.21E-04	7.78E-04
764.104257	4.92E-04	0.002055744	9.93E-04	0.001377483		764.104257	7.22E-04	0.001798146	0.001271509	0.001231701
765.967926	4.56E-04	0.001638226	9.21E-04	9.84E-04		765.967926	2.79E-04	0.001657097	0.001345211	9.36E-04
767.831594	1.29E-04	9.33E-04	4.90E-04	3.27E-04		767.831594	2.81E-04	0.001069587	0.001065596	4.40E-04
769.695263	4.41E-04	8.34E-04	4.61E-04	3.65E-04		769.695263	6.37E-05	0.001022786	0.001035462	4.71E-04
771.558932	0.00106966	0.001191976	7.78E-04	7.98E-04		771.558932	5.56E-04	0.00146045	0.001313661	8.27E-04
773.422601	0.001483583	0.001611379	0.001026447	0.001185554		773.422601	9.24E-04	0.001899208	0.001572896	0.001106407
775.28627	0.001463362	0.001612457	9.40E-04	0.001290474		775.28627	9.38E-04	0.00189361	0.001446867	0.001088431
777.149939	7.64E-04	7.82E-04	3.75E-04	6.71E-04		777.149939	3.87E-04	0.001077612	7.42E-04	5.46E-04
779.013608	2.23E-04	3.87E-04	3.83E-04	4.11E-04		779.013608	3.16E-04	9.65E-05	2.05E-04	2.93E-04
780.877277	9.45E-04	0.001067764	8.10E-04	0.001025618		780.877277	8.57E-04	7.76E-04	7.42E-04	7.56E-04
782.740946	0.001227004	0.001329458	9.72E-04	0.001161057		782.740946	0.001070351	0.001050724	9.53E-04	8.60E-04
784.604615	0.001173034	0.001360932	9.95E-04	0.001109782		784.604615	0.0010232	0.001126348	9.83E-04	8.61E-04
786.468284	0.001062744	0.001280695	9.01E-04	0.001004703		786.468284	8.48E-04	0.001082819	9.23E-04	8.24E-04
788.331953	9.83E-04	0.001149297	7.26E-04	9.17E-04		788.331953	7.73E-04	9.70E-04	8.28E-04	7.89E-04
790.195621	8.16E-04	0.001058964	6.21E-04	8.61E-04		790.195621	6.40E-04	8.99E-04	7.80E-04	7.86E-04
792.05929	6.70E-04	0.001026083	5.94E-04	8.29E-04		792.05929	5.70E-04	8.63E-04	7.83E-04	7.83E-04
793.922959	6.51E-04	9.92E-04	5.55E-04	7.71E-04		793.922959	5.69E-04	8.28E-04	7.76E-04	7.67E-04
795.786628	6.83E-04	9.40E-04	5.02E-04	6.65E-04		795.786628	5.93E-04	7.96E-04	7.43E-04	6.80E-04
797.650297	6.78E-04	8.98E-04	4.63E-04	5.70E-04		797.650297	5.42E-04	7.35E-04	7.20E-04	5.94E-04
799.513966	5.22E-04	8.08E-04	4.01E-04	4.76E-04		799.513966	4.00E-04	6.35E-04	6.58E-04	5.22E-04
801.377635	3.93E-04	6.84E-04	3.22E-04	3.51E-04		801.377635	2.96E-04	5.69E-04	5.63E-04	4.17E-04
803.241304	2.66E-04	5.90E-04	2.15E-04	2.60E-04		803.241304	2.20E-04	5.00E-04	4.76E-04	3.39E-04
805.104973	1.04E-04	5.55E-04	1.47E-04	2.04E-04		805.104973	7.46E-05	4.42E-04	4.49E-04	2.92E-04
806.968642	5.69E-05	5.25E-04	1.18E-04	1.63E-04		806.968642	5.42E-05	3.86E-04	4.25E-04	2.21E-04
808.832311	1.74E-04	4.91E-04	1.00E-04	1.66E-04		808.832311	1.34E-04	3.33E-04	3.88E-04	1.56E-04
810.69598	1.80E-04	4.37E-04	5.74E-05	1.73E-04		810.69598	7.71E-05	2.68E-04	3.24E-04	1.16E-04
812.559649	1.43E-04	3.73E-04	1.62E-07	1.22E-04		812.559649	7.14E-06	2.15E-04	2.71E-04	7.62E-05
814.423317	2.11E-04	3.18E-04	3.77E-05	4.99E-05		814.423317	3.07E-05	1.71E-04	2.46E-04	3.05E-06
816.286986	2.02E-04	2.23E-04	7.67E-05	1.01E-05		816.286986	4.70E-07	1.04E-04	2.09E-04	5.21E-05
818.150655	3.34E-05	9.26E-05	1.44E-04	9.84E-05		818.150655	1.66E-04	2.98E-05	1.51E-04	1.12E-04
820.014324	2.05E-04	9.22E-05	2.20E-04	2.49E-04		820.014324	3.66E-04	8.80E-05	5.30E-05	2.20E-04
821.877993	4.47E-04	3.89E-04	3.40E-04	5.00E-04		821.877993	5.42E-04	2.97E-04	1.55E-04	3.59E-04
823.741662	8.37E-04	8.31E-04	5.24E-04	8.79E-04		823.741662	8.31E-04	5.85E-04	4.69E-04	5.35E-04
825.605331	0.00132594	0.001329976	7.46E-04	0.001298253		825.605331	0.001196167	8.85E-04	8.00E-04	7.53E-04
827.469	0.00162734	0.001722111	9.19E-04	0.001561723		827.469	0.001384233	0.00109213	0.001038427	9.13E-04
829.332669	0.001611647	0.001819769	9.34E-04	0.001493805		829.332669	0.001301835	0.001100762	0.001073744	9.34E-04
831.196338	0.001315506	0.001521845	7.59E-04	0.001067992		831.196338	9.62E-04	8.57E-04	8.50E-04	8.22E-04
833.060007	6.19E-04	8.71E-04	3.97E-04	3.59E-04		833.060007	3.45E-04	3.68E-04	4.05E-04	6.15E-04
834.923676	3.94E-04	6.20E-05	7.78E-05	5.18E-04		834.923676	4.96E-04	2.57E-04	1.69E-04	3.20E-04
836.787344	0.001526431	8.41E-04	6.08E-04	0.001506704		836.787344	0.001428926	9.66E-04	8.29E-04	2.51E-05
838.651013	0.002832641	0.001889828	0.001236401	0.002618429		838.651013	0.002515669	0.001814709	0.001632607	4.28E-04
840.514682	0.004318946	0.002992477	0.001885713	0.003792487		840.514682	0.003731847	0.002712051	0.002480187	8.70E-04
842.378351	0.005779939	0.004083132	0.002514508	0.004952882		842.378351	0.004938491	0.003577894	0.003317306	0.001300141
844.24202	0.007112813	0.005132678	0.003125907	0.006070329		844.24202	0.006000947	0.00438631	0.004136964	0.001701456
846.105689	0.008379095	0.006097379	0.003728375	0.007132806		846.105689	0.007014154	0.005159891	0.004908085	0.002091542
847.969358	0.009600676	0.007030259	0.0043126	0.008120822		847.969358	0.007950554	0.005908374	0.005631482	0.002464049
849.833027	0.010756372	0.007917231	0.004860106	0.009028546		849.833027	0.008856085	0.006612425	0.006305884	0.002812683
851.696696	0.01181694	0.008712886	0.005351375	0.009857297		851.696696	0.009695281	0.00724815	0.006894859	0.00312573
853.560365	0.012780471	0.009451238	0.005799453	0.010624327		853.560365	0.010474924	0.0078388	0.007441584	0.00341849
855.424034	0.0135998	0.010120448	0.006184268	0.011313589		855.424034	0.011107805	0.008360091	0.007936339	0.003683055
857.287703	0.014292753	0.010693576	0.006523847	0.011904676		857.287703	0.011654477	0.008806498	0.008369906	0.003905586
859.151371	0.014901397	0.011175811	0.00682328	0.012426055		859.151371	0.012124791	0.009205758	0.008739652	0.004098852
861.01504	0.015432891	0.011618267	0.00711387	0.012888908		861.01504	0.012518668	0.009606503	0.009084833	0.004274222
862.878709	0.015878515	0.012005255	0.007358654	0.013296177		862.878709	0.012801384	0.009941787	0.009366902	0.004430618
864.742378	0.016216935	0.012322414	0.00756003	0.013647648		864.742378	0.013050486	0.010188623	0.009579947	0.004579324
866.606047	0.016466528	0.012577526	0.007732807	0.01391035		866.606047	0.013234222	0.010375799	0.009761526	0.004710931
868.469716	0.01668085	0.012795751	0.007877937	0.014091097		868.469716	0.013392637	0.010521268	0.009911407	0.00480569
870.333385	0.016833114	0.012962313	0.007967754	0.01420743		870.333385	0.01350566	0.010623104	0.010001057	0.004857455
872.197054	0.016864344	0.013050313	0.008013651	0.01424433		872.197054	0.013524439	0.010673115	0.010032825	0.004877314
874.060723	0.016813362	0.013049322	0.008021246	0.014204447		874.060723	0.013453218	0.010664208	0.010010561	0.004876487
875.924392	0.016688731	0.012984897	0.008000116	0.014096165		875.924392	0.013330572	0.010613265	0.009954103	0.004867092
877.788061	0.016491116	0.012848436	0.00791134	0.013902184		877.788061	0.013151472	0.010480633	0.00982347	0.004829631
879.65173	0.016213735	0.012627656	0.007771793	0.013646113		879.65173	0.012921156	0.010269946	0.009627839	0.00476245
881.515399	0.015812239	0.012339558	0.007601951	0.013318854		881.515399	0.012579488	0.010011528	0.009390915	0.004645619
883.379067	0.015358298	0.012002966	0.007407302	0.012924813		883.379067	0.012193105	0.009726892	0.009118052	0.004505621
885.242736	0.014858198	0.011608817	0.007169306	0.012476146		885.242736	0.011759888	0.009392797	0.008790891	0.004350326
887.106405	0.014254366	0.011165445	0.006889507	0.011946679		887.106405	0.011224622	0.009010759	0.008423936	0.004163142
888.970074	0.013584201	0.010661004	0.006571534	0.01134576		888.970074	0.010635926	0.008571181	0.008007866	0.003941075
890.833743	0.012846332	0.010083198	0.006225569	0.010695272		890.833743	0.010011287	0.008079427	0.007541905	0.003714465
892.697412	0.011964952	0.00945623	0.005849208	0.009991898		892.697412	0.009286172	0.007564185	0.007045646	0.003473594
894.561081	0.011046911	0.008812798	0.005460575	0.009241879		894.561081	0.008543462	0.007041109	0.006549172	0.003200598
896.42475	0.01014433	0.008107937	0.00503083	0.008463721		896.42475	0.007805685	0.006454662	0.00601054	0.002906717
898.288419	0.009151434	0.007324061	0.004551871	0.007625333		898.288419	0.006989417	0.005798081	0.005405825	0.002596936
900.152088	0.008084885	0.006469507	0.004032893	0.006718756		900.152088	0.006109127	0.00509235	0.004747322	0.002257798
902.015757	0.007003259	0.005551074	0.003478955	0.00576123		902.015757	0.005206362	0.004348329	0.004052543	0.001913724
903.879426	0.005841045	0.004605605	0.002913348	0.004767993		903.879426	0.004256887	0.003579984	0.003341309	0.001565155
905.743094	0.004567477	0.003642202	0.002355541	0.003749115		905.743094	0.003237682	0.002822482	0.00262531	0.001193133
907.606763	0.003295815	0.002649769	0.001804946	0.002716553		907.606763	0.002251706	0.002065848	0.001895502	8.17E-04
909.470432	0.002080095	0.001650857	0.001244583	0.001680306		909.470432	0.001316837	0.001301087	0.001162733	4.46E-04
911.334101	9.01E-04	6.88E-04	6.80E-04	6.78E-04		911.334101	4.25E-04	5.52E-04	4.45E-04	7.27E-05
913.19777	2.11E-04	2.15E-04	1.54E-04	2.52E-04		913.19777	4.19E-04	1.48E-04	2.23E-04	2.88E-04
915.061439	0.001129893	0.00101323	3.23E-04	0.001046116		915.061439	0.001099954	7.56E-04	8.08E-04	6.02E-04
916.925108	0.001761388	0.001584504	6.81E-04	0.001595871		916.925108	0.001545613	0.001187878	0.001222111	8.26E-04
918.788777	0.002034099	0.001799236	8.46E-04	0.001789396		918.788777	0.001678862	0.001362852	0.001378736	9.27E-04
920.652446	0.001910735	0.00162563	7.97E-04	0.001603429		920.652446	0.001498805	0.00125759	0.001265356	8.75E-04
922.516115	0.001511692	0.001182657	5.91E-04	0.001159823		922.516115	0.001115893	9.52E-04	9.66E-04	6.95E-04
924.379784	0.001012821	6.80E-04	3.46E-04	6.62E-04		924.379784	7.05E-04	5.85E-04	6.10E-04	4.72E-04
926.243453	5.31E-04	2.61E-04	1.39E-04	2.51E-04		926.243453	3.22E-04	2.63E-04	2.96E-04	2.74E-04
928.107121	9.69E-05	4.47E-05	9.03E-06	5.49E-05		928.107121	1.17E-05	1.88E-05	4.35E-05	1.15E-04
929.97079	2.72E-04	3.06E-04	1.35E-04	3.10E-04		929.97079	2.99E-04	1.96E-04	1.84E-04	1.46E-05
931.834459	5.76E-04	5.35E-04	2.56E-04	5.27E-04		931.834459	5.28E-04	3.83E-04	3.82E-04	1.22E-04
933.698128	7.67E-04	6.43E-04	3.00E-04	6.39E-04		933.698128	6.79E-04	4.64E-04	4.74E-04	1.78E-04
935.561797	7.98E-04	6.44E-04	2.92E-04	6.49E-04		935.561797	6.98E-04	4.65E-04	4.88E-04	1.85E-04
937.425466	7.42E-04	6.08E-04	2.68E-04	6.20E-04		937.425466	6.49E-04	4.37E-04	4.72E-04	1.74E-04
939.289135	7.11E-04	5.62E-04	2.23E-04	5.76E-04		939.289135	6.23E-04	3.93E-04	4.37E-04	1.72E-04
941.152804	6.82E-04	5.08E-04	1.71E-04	5.19E-04		941.152804	6.12E-04	3.38E-04	3.96E-04	1.67E-04
943.016473	6.08E-04	4.46E-04	1.26E-04	4.51E-04		943.016473	5.49E-04	2.88E-04	3.67E-04	1.47E-04
944.880142	5.39E-04	3.92E-04	8.16E-05	3.85E-04		944.880142	4.96E-04	2.38E-04	3.34E-04	1.23E-04
946.743811	4.72E-04	3.44E-04	4.88E-05	3.29E-04		946.743811	4.52E-04	1.98E-04	3.06E-04	1.04E-04
948.60748	3.62E-04	2.82E-04	7.54E-06	2.75E-04		948.60748	3.59E-04	1.45E-04	2.63E-04	7.67E-05
950.471148	2.38E-04	2.27E-04	2.42E-05	2.25E-04		950.471148	2.42E-04	9.90E-05	2.21E-04	4.60E-05
952.334817	1.53E-04	1.84E-04	4.50E-05	1.83E-04		952.334817	1.68E-04	7.47E-05	1.82E-04	3.09E-05
954.198486	8.77E-05	1.42E-04	6.87E-05	1.42E-04		954.198486	1.16E-04	5.63E-05	1.44E-04	1.49E-05
956.062155	2.65E-05	8.55E-05	1.06E-04	1.03E-04		956.062155	6.04E-05	5.37E-06	9.23E-05	1.95E-06
957.925824	1.84E-05	2.26E-05	1.46E-04	5.42E-05		957.925824	2.28E-05	6.03E-05	4.27E-05	1.67E-05
959.789493	5.30E-05	4.24E-05	1.89E-04	7.85E-06		959.789493	2.64E-06	1.26E-04	2.42E-06	4.69E-05
961.653162	1.42E-04	1.03E-04	2.40E-04	6.73E-05		961.653162	6.94E-05	1.87E-04	5.84E-05	8.30E-05
963.516831	2.35E-04	1.60E-04	2.88E-04	1.34E-04		963.516831	1.44E-04	2.38E-04	1.24E-04	1.24E-04
965.3805	2.84E-04	2.18E-04	3.23E-04	2.08E-04		965.3805	1.69E-04	2.88E-04	1.76E-04	1.58E-04
967.244169	3.52E-04	2.78E-04	3.54E-04	2.77E-04		967.244169	2.16E-04	3.41E-04	2.23E-04	1.88E-04
969.107838	4.35E-04	3.30E-04	3.80E-04	3.37E-04		969.107838	2.86E-04	3.79E-04	2.56E-04	2.21E-04
970.971507	4.48E-04	3.89E-04	4.21E-04	3.83E-04		970.971507	2.89E-04	4.26E-04	2.96E-04	2.46E-04
972.835176	4.18E-04	4.34E-04	4.55E-04	4.14E-04		972.835176	2.58E-04	4.64E-04	3.33E-04	2.64E-04
974.698844	4.19E-04	4.54E-04	4.59E-04	4.34E-04		974.698844	2.72E-04	4.73E-04	3.47E-04	2.81E-04
976.562513	4.24E-04	4.48E-04	4.39E-04	4.29E-04		976.562513	2.97E-04	4.57E-04	3.37E-04	2.80E-04
978.426182	3.97E-04	4.20E-04	4.05E-04	4.08E-04		978.426182	3.04E-04	4.25E-04	3.11E-04	2.66E-04
980.289851	3.40E-04	3.83E-04	3.60E-04	3.83E-04		980.289851	2.68E-04	3.81E-04	2.64E-04	2.48E-04
982.15352	2.98E-04	3.32E-04	3.01E-04	3.45E-04		982.15352	2.37E-04	3.33E-04	2.12E-04	2.23E-04
984.017189	2.48E-04	2.68E-04	2.41E-04	2.95E-04		984.017189	2.01E-04	2.73E-04	1.62E-04	1.90E-04
985.880858	1.87E-04	2.03E-04	1.82E-04	2.48E-04		985.880858	1.61E-04	2.05E-04	1.07E-04	1.57E-04
987.744527	1.28E-04	1.50E-04	1.22E-04	1.97E-04		987.744527	1.21E-04	1.40E-04	4.98E-05	1.17E-04
989.608196	6.94E-05	1.14E-04	7.42E-05	1.46E-04		989.608196	8.36E-05	9.75E-05	1.35E-05	7.52E-05
991.471865	2.01E-05	7.36E-05	2.91E-05	1.05E-04		991.471865	4.48E-05	5.43E-05	1.61E-05	3.93E-05
993.335534	2.07E-05	3.36E-05	1.87E-05	6.59E-05		993.335534	2.58E-05	8.40E-06	5.29E-05	7.83E-06
995.199203	5.41E-05	3.58E-07	7.03E-05	2.77E-05		995.199203	2.52E-06	3.84E-05	9.09E-05	2.37E-05
997.062871	8.75E-05	4.39E-05	1.32E-04	1.07E-05		997.062871	2.19E-05	9.28E-05	1.27E-04	4.95E-05
998.92654	1.13E-04	8.40E-05	1.81E-04	5.55E-05		998.92654	5.70E-05	1.54E-04	1.60E-04	8.22E-05
1000.790209	1.42E-04	1.17E-04	2.18E-04	9.55E-05		1000.790209	8.81E-05	2.06E-04	1.85E-04	1.16E-04
1002.653878	1.72E-04	1.57E-04	2.51E-04	1.35E-04		1002.653878	1.15E-04	2.55E-04	2.11E-04	1.45E-04
1004.517547	2.23E-04	2.02E-04	2.87E-04	1.84E-04		1004.517547	1.45E-04	3.07E-04	2.41E-04	1.72E-04
1006.381216	2.85E-04	2.46E-04	3.31E-04	2.35E-04		1006.381216	1.79E-04	3.57E-04	2.78E-04	1.99E-04
1008.244885	3.09E-04	2.89E-04	3.78E-04	2.78E-04		1008.244885	1.80E-04	4.03E-04	3.11E-04	2.23E-04
1010.108554	3.16E-04	3.37E-04	4.25E-04	3.17E-04		1010.108554	1.87E-04	4.49E-04	3.38E-04	2.53E-04
1011.972223	3.55E-04	3.77E-04	4.63E-04	3.58E-04		1011.972223	2.26E-04	4.87E-04	3.60E-04	2.85E-04
1013.835892	4.21E-04	4.00E-04	4.89E-04	3.96E-04		1013.835892	2.91E-04	5.15E-04	3.77E-04	3.18E-04
1015.699561	4.70E-04	4.19E-04	5.08E-04	4.27E-04		1015.699561	3.27E-04	5.37E-04	3.87E-04	3.46E-04
1017.56323	5.07E-04	4.32E-04	5.16E-04	4.51E-04		1017.56323	3.52E-04	5.49E-04	3.86E-04	3.68E-04
1019.426898	5.54E-04	4.41E-04	5.20E-04	4.62E-04		1019.426898	3.98E-04	5.54E-04	3.86E-04	3.80E-04
1021.290567	5.99E-04	4.43E-04	5.26E-04	4.69E-04		1021.290567	4.49E-04	5.57E-04	3.89E-04	3.90E-04
1023.154236	5.84E-04	4.38E-04	5.25E-04	4.73E-04		1023.154236	4.46E-04	5.58E-04	3.81E-04	3.97E-04
1025.017905	5.49E-04	4.29E-04	5.15E-04	4.61E-04		1025.017905	4.25E-04	5.52E-04	3.69E-04	3.91E-04
1026.881574	5.36E-04	4.08E-04	4.89E-04	4.40E-04		1026.881574	4.23E-04	5.27E-04	3.43E-04	3.75E-04
1028.745243	5.12E-04	3.82E-04	4.53E-04	4.21E-04		1028.745243	4.17E-04	4.97E-04	3.09E-04	3.64E-04
1030.608912	4.63E-04	3.52E-04	4.14E-04	3.89E-04		1030.608912	3.81E-04	4.59E-04	2.73E-04	3.43E-04
1032.472581	4.09E-04	3.09E-04	3.66E-04	3.47E-04		1032.472581	3.38E-04	4.09E-04	2.35E-04	3.17E-04
1034.33625	3.47E-04	2.59E-04	3.19E-04	3.07E-04		1034.33625	2.89E-04	3.55E-04	1.91E-04	2.88E-04
1036.199919	2.64E-04	2.22E-04	2.77E-04	2.64E-04		1036.199919	2.27E-04	3.07E-04	1.50E-04	2.53E-04
1038.063588	1.79E-04	1.90E-04	2.29E-04	2.25E-04		1038.063588	1.71E-04	2.54E-04	9.79E-05	2.23E-04
1039.927257	1.12E-04	1.54E-04	1.74E-04	1.90E-04		1039.927257	1.20E-04	1.97E-04	4.63E-05	1.93E-04
1041.790926	5.39E-05	1.14E-04	1.19E-04	1.49E-04		1041.790926	6.89E-05	1.35E-04	6.48E-06	1.49E-04
1043.654594	1.54E-05	7.39E-05	6.80E-05	1.04E-04		1043.654594	9.01E-06	7.60E-05	5.60E-05	1.06E-04
1045.518263	6.99E-05	2.57E-05	6.47E-06	5.52E-05		1045.518263	3.60E-05	4.93E-06	1.08E-04	6.41E-05
1047.381932	1.07E-04	2.57E-05	5.95E-05	1.09E-05		1047.381932	7.40E-05	6.75E-05	1.52E-04	1.97E-05
1049.245601	1.62E-04	7.80E-05	1.18E-04	3.30E-05		1049.245601	1.30E-04	1.39E-04	2.00E-04	2.67E-05
1051.10927	2.29E-04	1.35E-04	1.82E-04	8.96E-05		1051.10927	1.83E-04	2.10E-04	2.53E-04	7.71E-05
1052.972939	2.71E-04	1.94E-04	2.47E-04	1.48E-04		1052.972939	1.98E-04	2.77E-04	3.09E-04	1.32E-04
1054.836608	3.20E-04	2.49E-04	3.01E-04	1.95E-04		1054.836608	2.29E-04	3.35E-04	3.53E-04	1.77E-04
1056.700277	3.73E-04	2.91E-04	3.42E-04	2.33E-04		1056.700277	2.74E-04	3.87E-04	3.88E-04	2.17E-04
