Experimentos de degradación de PLÁSTICO LDPE						Experimentos de degradación de PLÁSTICO LDPE pretratado con luz UV				
Wavenumber	LDPE C - control	A15F	A18A	A30C		Wavenumber	LDPE UV - Control	A15F	A18A	A30C
1451.798088	0.029274583	0.027334098	0.008387036	0.02782364		1451.798088	0.019104816	0.018780434	0.013590739	0.010374747
1453.661757	0.028643628	0.02697373	0.008405853	0.027455967		1453.661757	0.018733544	0.018641008	0.01334444	0.010459137
1455.525425	0.027954112	0.026496988	0.00831532	0.027005976		1455.525425	0.018282992	0.018336717	0.012958183	0.010447578
1457.389094	0.027192935	0.025889792	0.008088672	0.026447139		1457.389094	0.01774762	0.017801022	0.012341914	0.010289654
1459.252763	0.026305347	0.025096458	0.007598667	0.025771672		1459.252763	0.017041372	0.016863759	0.011310163	0.009922717
1461.116432	0.025419823	0.024250803	0.007093669	0.025011719		1461.116432	0.016368406	0.015897781	0.010252174	0.009516519
1462.980101	0.024573271	0.023445968	0.006841024	0.024211999		1462.980101	0.015830024	0.015309253	0.009661006	0.009273043
1464.84377	0.023658226	0.0225965	0.006656754	0.023350807		1464.84377	0.015251761	0.014878934	0.009334628	0.00909004
1466.707439	0.022732738	0.021775575	0.00652787	0.022476618		1466.707439	0.014666383	0.014523281	0.009118007	0.008910068
1468.571108	0.021774806	0.020904914	0.006359795	0.021587403		1468.571108	0.01403489	0.014118179	0.008873589	0.008725675
1470.434777	0.02071937	0.019847923	0.00592798	0.020587918		1470.434777	0.013266648	0.013357409	0.008263794	0.008350849
1472.298446	0.019654222	0.018814934	0.005598269	0.01953948		1472.298446	0.012559712	0.012660668	0.007718115	0.007958206
1474.162115	0.01854062	0.017674666	0.005156589	0.018429561		1474.162115	0.011783833	0.011834561	0.007072043	0.007506886
1476.025784	0.017460422	0.016525806	0.004663631	0.017252236		1476.025784	0.011025201	0.010911766	0.006322723	0.006934286
1477.889452	0.016382884	0.015438712	0.004362321	0.016082997		1477.889452	0.010347689	0.0102837	0.00594717	0.006511985
1479.753121	0.015199493	0.014277711	0.003989929	0.014880793		1479.753121	0.009562962	0.009550189	0.005484041	0.006039782
1481.61679	0.014008711	0.013103413	0.00365072	0.013621564		1481.61679	0.008803733	0.00884069	0.005065941	0.005544454
1483.480459	0.012843253	0.011923688	0.003321395	0.012336265		1483.480459	0.008052676	0.008175097	0.004742325	0.005052615
1485.344128	0.01171752	0.010805936	0.003087859	0.011092735		1485.344128	0.007349599	0.00763199	0.004557177	0.004630271
1487.207797	0.010519709	0.009565318	0.002636446	0.009790582		1487.207797	0.006520749	0.006781385	0.004056761	0.004056064
1489.071466	0.00932788	0.008342947	0.00218337	0.008446097		1489.071466	0.005724679	0.005851089	0.00345927	0.003378744
1490.935135	0.008070007	0.007065773	0.001663434	0.007092078		1490.935135	0.004851475	0.004843893	0.002812058	0.002683223
1492.798804	0.006750636	0.005681381	8.82E-04	0.005707629		1492.798804	0.003864547	0.003460964	0.001735386	0.001795461
1494.662473	0.005558037	0.004432472	2.87E-04	0.00437873		1494.662473	0.003070312	0.002325543	9.05E-04	0.001009407
1496.526142	0.004459741	0.003300242	1.30E-04	0.003141414		1496.526142	0.002384482	0.001443916	3.87E-04	3.70E-04
1498.389811	0.00335977	0.002179905	5.30E-04	0.001999235		1498.389811	0.001672467	6.54E-04	3.36E-06	1.58E-04
1500.253479	0.002311709	0.001157755	8.45E-04	9.63E-04		1500.253479	0.00102027	5.82E-05	3.09E-04	6.40E-04
1502.117148	0.001344361	2.35E-04	0.001035853	1.32E-05		1502.117148	4.45E-04	5.55E-04	3.83E-04	9.79E-04
1503.980817	5.57E-04	4.82E-04	0.00111325	7.58E-04		1503.980817	1.17E-05	8.74E-04	3.25E-04	0.001200161
1505.844486	8.53E-05	7.29E-04	7.72E-04	0.001122865		1505.844486	1.51E-04	5.65E-04	2.93E-04	9.96E-04
1507.708155	2.64E-04	8.45E-04	6.51E-04	0.001179088		1507.708155	3.43E-04	5.00E-04	5.15E-04	7.77E-04
1509.571824	4.53E-04	7.92E-04	5.15E-04	0.001028565		1509.571824	4.49E-04	4.81E-04	5.29E-04	5.22E-04
1511.435493	6.23E-04	8.57E-04	5.13E-04	9.42E-04		1511.435493	6.11E-04	6.77E-04	3.27E-04	3.77E-04
1513.299162	6.93E-04	9.28E-04	4.00E-04	0.001009172		1513.299162	6.71E-04	7.98E-04	3.07E-04	3.31E-04
1515.162831	6.79E-04	8.76E-04	2.05E-05	0.001016956		1515.162831	6.41E-04	5.19E-04	7.77E-04	6.49E-05
1517.0265	6.02E-04	7.33E-04	4.10E-04	8.84E-04		1517.0265	5.72E-04	8.84E-05	0.001353149	3.62E-04
1518.890169	3.49E-04	3.88E-04	9.11E-04	5.59E-04		1518.890169	3.45E-04	5.35E-04	0.002009755	9.36E-04
1520.753838	9.63E-05	1.86E-04	0.001636054	7.00E-05		1520.753838	1.09E-04	0.001537128	0.002983131	0.001716304
1522.617507	2.95E-04	4.56E-04	0.002070556	1.93E-04		1522.617507	3.15E-04	0.002192752	0.003663581	0.002283545
1524.481175	2.69E-04	4.94E-04	0.002323204	1.84E-04		1524.481175	3.54E-04	0.002500828	0.004037401	0.002559619
1526.344844	1.56E-04	4.46E-04	0.002516291	1.05E-04		1526.344844	3.30E-04	0.002695416	0.004336129	0.002766358
1528.208513	5.45E-06	3.15E-04	0.002518746	1.62E-05		1528.208513	2.19E-04	0.002620738	0.004333604	0.002840143
1530.072182	7.44E-05	2.16E-04	0.002487619	6.11E-05		1530.072182	1.57E-04	0.00249143	0.004239451	0.00285269
1531.935851	9.72E-05	1.95E-04	0.002566982	9.61E-05		1531.935851	1.77E-04	0.002506741	0.00430438	0.002934424
1533.79952	1.44E-04	1.90E-04	0.002650502	9.45E-05		1533.79952	1.75E-04	0.00257183	0.004439719	0.003058941
1535.663189	1.84E-04	2.08E-04	0.002747935	7.27E-05		1535.663189	1.88E-04	0.002689795	0.004626323	0.003197036
1537.526858	1.91E-04	2.37E-04	0.00288276	2.24E-05		1537.526858	2.16E-04	0.00288474	0.004899557	0.00337963
1539.390527	1.95E-04	2.37E-04	0.002948365	4.32E-05		1539.390527	2.18E-04	0.002950342	0.005014151	0.003503909
1541.254196	2.44E-04	1.80E-04	0.002867067	9.33E-05		1541.254196	1.50E-04	0.002808282	0.004878837	0.003531909
1543.117865	2.83E-04	1.39E-04	0.002762605	1.33E-04		1543.117865	9.86E-05	0.00262039	0.004672973	0.003502777
1544.981534	3.08E-04	1.53E-04	0.002764469	1.92E-04		1544.981534	7.29E-05	0.002574102	0.004626371	0.003521353
1546.845202	3.45E-04	1.10E-04	0.002656052	2.41E-04		1546.845202	3.57E-06	0.002382418	0.004415955	0.003464285
1548.708871	3.85E-04	3.15E-05	0.002450614	2.64E-04		1548.708871	9.96E-05	0.002059483	0.004047328	0.003335423
1550.57254	4.22E-04	5.71E-05	0.00221159	2.59E-04		1550.57254	1.86E-04	0.001688184	0.003615748	0.003164638
1552.436209	4.30E-04	1.08E-04	0.002034313	2.56E-04		1552.436209	2.27E-04	0.001424547	0.003291943	0.003040933
1554.299878	3.56E-04	3.28E-05	0.002102919	2.94E-04		1554.299878	1.22E-04	0.001539744	0.003386113	0.003087302
1556.163547	3.08E-04	4.37E-05	0.002213963	3.59E-04		1556.163547	5.28E-05	0.00174877	0.003612979	0.003178219
1558.027216	3.42E-04	6.93E-06	0.002068222	3.75E-04		1558.027216	1.38E-04	0.001598301	0.003422065	0.00306727
1559.890885	3.50E-04	4.04E-05	0.001875993	3.59E-04		1559.890885	1.97E-04	0.001353521	0.003074608	0.00287641
1561.754554	3.41E-04	1.03E-04	0.001660612	3.33E-04		1561.754554	2.25E-04	0.001084855	0.002693241	0.002659697
1563.618223	2.85E-04	1.27E-04	0.001500202	2.98E-04		1563.618223	2.01E-04	8.81E-04	0.002376204	0.002441317
1565.481892	2.24E-04	9.85E-05	0.001429636	2.58E-04		1565.481892	1.61E-04	7.94E-04	0.002195756	0.002268609
1567.345561	2.08E-04	1.25E-04	0.00125979	1.99E-04		1567.345561	1.98E-04	6.17E-04	0.001938378	0.002059265
1569.209229	1.94E-04	1.45E-04	0.001094528	1.52E-04		1569.209229	2.07E-04	4.53E-04	0.001682648	0.001839697
1571.072898	1.63E-04	1.43E-04	9.98E-04	1.27E-04		1571.072898	1.71E-04	3.94E-04	0.001535031	0.001676527
1572.936567	1.31E-04	1.46E-04	8.73E-04	7.07E-05		1572.936567	1.58E-04	2.65E-04	0.001301947	0.001455843
1574.800236	9.99E-05	1.72E-04	7.26E-04	7.14E-06		1574.800236	1.61E-04	9.64E-05	0.001049291	0.00121944
1576.663905	9.97E-05	2.66E-04	4.39E-04	1.01E-04		1576.663905	2.37E-04	2.45E-04	6.10E-04	9.02E-04
1578.527574	7.52E-05	2.99E-04	2.35E-04	1.73E-04		1578.527574	2.53E-04	5.05E-04	2.31E-04	6.15E-04
1580.391243	3.93E-05	3.20E-04	5.03E-05	2.28E-04		1580.391243	2.46E-04	7.20E-04	7.41E-05	3.66E-04
1582.254912	1.49E-05	3.16E-04	9.64E-05	2.64E-04		1582.254912	2.27E-04	8.95E-04	3.31E-04	1.35E-04
1584.118581	6.09E-05	3.66E-04	2.92E-04	2.97E-04		1584.118581	2.82E-04	0.001094345	5.91E-04	6.47E-05
1585.98225	7.42E-05	4.05E-04	4.76E-04	3.11E-04		1585.98225	3.01E-04	0.001321506	8.85E-04	2.63E-04
1587.845919	6.51E-06	3.69E-04	4.72E-04	2.56E-04		1587.845919	1.87E-04	0.001284983	8.68E-04	2.92E-04
1589.709588	5.94E-05	3.75E-04	5.64E-04	1.95E-04		1589.709588	1.60E-04	0.00133116	9.33E-04	3.58E-04
1591.573256	8.66E-05	3.32E-04	5.14E-04	1.29E-04		1591.573256	1.18E-04	0.001180594	7.97E-04	3.31E-04
1593.436925	9.25E-05	3.09E-04	4.94E-04	7.27E-05		1593.436925	9.95E-05	0.0010953	7.04E-04	3.28E-04
1595.300594	9.54E-05	3.40E-04	6.07E-04	5.86E-05		1595.300594	1.31E-04	0.001184861	7.78E-04	4.11E-04
1597.164263	6.79E-05	3.98E-04	7.90E-04	6.18E-05		1597.164263	1.96E-04	0.001411887	0.001015517	5.71E-04
1599.027932	1.30E-05	4.74E-04	9.93E-04	7.76E-05		1599.027932	2.77E-04	0.001686746	0.001317934	7.46E-04
1600.891601	3.26E-05	5.71E-04	0.001264386	1.21E-04		1600.891601	3.59E-04	0.002039873	0.00171171	9.62E-04
1602.75527	1.42E-05	5.38E-04	0.001269937	1.51E-04		1602.75527	3.03E-04	0.00205944	0.001728288	0.001019907
1604.618939	3.77E-05	5.49E-04	0.001263574	1.93E-04		1604.618939	2.87E-04	0.001990742	0.0015849	9.94E-04
1606.482608	3.70E-05	5.13E-04	0.001208498	2.62E-04		1606.482608	2.00E-04	0.001839177	0.001365917	9.73E-04
1608.346277	1.60E-04	3.19E-04	8.11E-04	2.79E-04		1608.346277	3.02E-05	0.001250281	6.43E-04	7.18E-04
1610.209946	1.41E-04	2.33E-04	5.88E-04	2.89E-04		1610.209946	9.02E-05	8.60E-04	9.57E-05	5.22E-04
1612.073615	9.61E-05	1.80E-04	4.98E-04	3.26E-04		1612.073615	9.25E-05	6.74E-04	2.17E-04	4.71E-04
1613.937284	8.38E-05	1.07E-04	3.51E-04	3.46E-04		1613.937284	1.38E-04	4.37E-04	5.78E-04	3.83E-04
1615.800952	8.69E-05	7.16E-05	2.76E-04	3.40E-04		1615.800952	1.62E-04	2.73E-04	8.57E-04	3.08E-04
1617.664621	1.28E-04	2.51E-05	9.28E-05	3.13E-04		1617.664621	2.53E-04	4.33E-06	0.00125559	1.93E-04
1619.52829	1.19E-04	7.03E-05	3.65E-05	2.79E-04		1619.52829	2.84E-04	2.20E-04	0.001623354	6.33E-05
1621.391959	9.96E-05	5.71E-05	2.31E-05	2.40E-04		1621.391959	2.54E-04	2.36E-04	0.001751638	1.62E-05
1623.255628	1.40E-04	1.16E-04	8.36E-05	1.73E-04		1623.255628	2.98E-04	3.38E-04	0.001952806	5.16E-05
1625.119297	1.58E-04	2.39E-04	3.04E-04	7.11E-05		1625.119297	3.53E-04	6.49E-04	0.00241128	2.38E-04
1626.982966	1.28E-04	2.69E-04	3.87E-04	1.27E-05		1626.982966	3.11E-04	7.85E-04	0.002709279	3.70E-04
1628.846635	1.33E-04	2.51E-04	3.37E-04	6.92E-05		1628.846635	2.78E-04	7.29E-04	0.002776751	3.84E-04
1630.710304	1.67E-04	3.09E-04	4.15E-04	1.30E-04		1630.710304	3.16E-04	8.28E-04	0.002986496	4.52E-04
1632.573973	1.50E-04	3.49E-04	4.75E-04	1.92E-04		1632.573973	2.88E-04	9.23E-04	0.003197808	5.44E-04
1634.437642	1.03E-04	3.52E-04	4.13E-04	2.24E-04		1634.437642	1.98E-04	7.90E-04	0.003142166	5.04E-04
1636.301311	5.18E-05	3.14E-04	3.18E-04	2.24E-04		1636.301311	1.01E-04	5.98E-04	0.003019465	4.37E-04
1638.164979	4.73E-06	2.43E-04	1.49E-04	2.14E-04		1638.164979	3.19E-05	3.43E-04	0.002823435	3.24E-04
1640.028648	3.22E-05	3.19E-04	2.74E-04	2.39E-04		1640.028648	2.40E-05	4.71E-04	0.003043797	3.87E-04
1641.892317	4.39E-05	3.75E-04	3.90E-04	2.74E-04		1641.892317	4.19E-05	6.35E-04	0.003342146	4.98E-04
1643.755986	6.12E-05	4.40E-04	5.03E-04	3.05E-04		1643.755986	3.63E-05	7.76E-04	0.003583778	5.65E-04
1645.619655	4.17E-05	4.83E-04	5.83E-04	3.23E-04		1645.619655	3.60E-05	8.55E-04	0.003735932	5.93E-04
1647.483324	2.41E-06	4.83E-04	5.93E-04	3.31E-04		1647.483324	1.55E-04	8.09E-04	0.003752816	5.77E-04
1649.346993	3.57E-05	3.84E-04	3.96E-04	3.14E-04		1649.346993	3.21E-04	5.04E-04	0.003479027	4.27E-04
1651.210662	1.89E-05	3.69E-04	3.27E-04	2.98E-04		1651.210662	3.85E-04	2.89E-04	0.003238169	2.76E-04
1653.074331	4.22E-05	2.85E-04	2.05E-04	2.88E-04		1653.074331	5.04E-04	1.03E-04	0.003064173	1.94E-04
1654.938	1.97E-05	2.70E-04	1.02E-04	2.85E-04		1654.938	5.32E-04	9.51E-05	0.002843584	3.77E-05
1656.801669	9.58E-05	3.27E-04	2.25E-04	2.96E-04		1656.801669	4.82E-04	3.82E-05	0.002997804	8.13E-05
1658.665338	6.52E-05	2.71E-04	1.58E-04	2.80E-04		1658.665338	5.90E-04	5.35E-05	0.002941379	3.74E-05
1660.529006	5.74E-05	2.61E-04	1.56E-04	2.66E-04		1660.529006	6.30E-04	7.82E-05	0.002920413	2.47E-06
1662.392675	8.65E-05	2.72E-04	2.20E-04	2.63E-04		1662.392675	6.04E-04	2.78E-05	0.003031218	1.88E-05
1664.256344	1.51E-04	3.21E-04	3.30E-04	2.57E-04		1664.256344	5.38E-04	1.80E-04	0.003182691	4.68E-05
1666.120013	1.29E-04	3.24E-04	3.89E-04	2.26E-04		1666.120013	5.34E-04	2.63E-04	0.003258627	7.33E-05
1667.983682	4.25E-05	2.03E-04	2.08E-04	1.67E-04		1667.983682	6.27E-04	1.87E-05	0.00294803	4.75E-05
1669.847351	2.76E-05	1.31E-04	7.15E-05	1.23E-04		1669.847351	6.27E-04	1.86E-04	0.002615792	1.72E-04
1671.71102	5.72E-05	1.25E-04	6.82E-05	9.60E-05		1671.71102	5.43E-04	1.64E-04	0.002498987	1.80E-04
1673.574689	7.14E-05	1.38E-04	1.25E-04	6.16E-05		1673.574689	4.18E-04	2.62E-05	0.002504613	1.42E-04
1675.438358	4.14E-05	1.32E-04	1.55E-04	2.72E-05		1675.438358	3.36E-04	1.05E-04	0.002511893	8.92E-05
1677.302027	1.26E-05	1.08E-04	1.51E-04	2.19E-06		1677.302027	2.93E-04	1.57E-04	0.002442738	6.10E-05
1679.165696	4.26E-05	6.30E-05	1.10E-04	2.77E-05		1679.165696	2.54E-04	1.32E-04	0.002286753	7.06E-05
1681.029365	2.93E-05	3.63E-05	5.70E-05	5.17E-05		1681.029365	1.73E-04	1.19E-04	0.00211572	9.50E-05
1682.893034	1.11E-05	2.42E-05	3.42E-05	8.50E-05		1682.893034	6.56E-05	1.77E-04	0.002016362	8.55E-05
1684.756702	5.66E-05	1.14E-05	5.07E-05	1.05E-04		1684.756702	3.86E-06	2.29E-04	0.00193282	4.00E-05
1686.620371	1.85E-04	1.64E-04	1.65E-04	1.34E-04		1686.620371	1.02E-04	1.17E-05	0.001547004	1.01E-04
1688.48404	2.15E-04	2.84E-04	4.38E-04	1.75E-04		1688.48404	1.13E-04	3.55E-04	0.001010656	2.75E-04
1690.347709	1.70E-04	3.01E-04	4.69E-04	1.86E-04		1690.347709	5.59E-05	3.85E-04	8.04E-04	2.81E-04
1692.211378	1.84E-04	3.63E-04	5.72E-04	1.99E-04		1692.211378	1.51E-04	4.53E-04	5.86E-04	2.71E-04
1694.075047	1.68E-04	3.43E-04	5.75E-04	1.95E-04		1694.075047	2.89E-04	3.95E-04	4.97E-04	2.17E-04
1695.938716	1.46E-04	3.02E-04	4.79E-04	1.68E-04		1695.938716	4.45E-04	2.04E-04	5.69E-04	7.41E-05
1697.802385	1.39E-04	3.15E-04	4.83E-04	1.64E-04		1697.802385	5.39E-04	1.57E-04	4.72E-04	5.97E-06
1699.666054	4.81E-05	2.37E-04	3.97E-04	1.63E-04		1699.666054	7.19E-04	7.40E-06	4.51E-04	5.16E-05
1701.529723	3.09E-05	5.68E-05	9.43E-05	1.16E-04		1701.529723	9.35E-04	4.05E-04	7.66E-04	2.32E-04
1703.393392	3.28E-05	4.80E-05	3.24E-05	7.67E-05		1703.393392	9.32E-04	5.22E-04	8.06E-04	3.15E-04
1705.257061	3.99E-05	6.34E-05	7.01E-05	6.18E-05		1705.257061	9.46E-04	4.64E-04	6.28E-04	2.87E-04
1707.120729	3.32E-05	2.05E-05	2.74E-05	3.81E-05		1707.120729	0.001068772	5.49E-04	5.97E-04	3.39E-04
1708.984398	8.28E-05	1.41E-05	9.00E-05	1.70E-05		1708.984398	0.00112935	6.29E-04	5.84E-04	4.00E-04
1710.848067	1.07E-04	1.37E-05	1.15E-04	1.24E-05		1710.848067	0.001132524	6.29E-04	4.76E-04	3.89E-04
1712.711736	1.05E-04	8.89E-06	1.73E-04	2.97E-06		1712.711736	0.001106307	6.42E-04	4.07E-04	4.02E-04
1714.575405	9.09E-05	3.63E-05	1.46E-04	3.02E-05		1714.575405	0.001031513	5.47E-04	2.26E-04	3.70E-04
1716.439074	1.29E-04	8.60E-06	2.06E-04	5.59E-05		1716.439074	0.001036099	5.64E-04	1.78E-04	3.53E-04
1718.302743	1.52E-04	7.93E-05	3.60E-04	6.81E-05		1718.302743	0.001037897	7.11E-04	3.21E-04	4.05E-04
1720.166412	1.38E-04	7.25E-05	3.71E-04	6.52E-05		1720.166412	9.55E-04	6.86E-04	2.82E-04	3.91E-04
1722.030081	1.16E-04	3.78E-05	2.71E-04	4.99E-05		1722.030081	8.42E-04	4.96E-04	3.58E-05	2.68E-04
1723.89375	7.79E-05	4.65E-05	2.90E-04	3.83E-05		1723.89375	7.48E-04	4.21E-04	7.84E-05	2.17E-04
1725.757419	4.54E-06	5.70E-05	1.38E-04	7.81E-06		1725.757419	5.49E-04	1.57E-04	3.63E-04	1.10E-04
1727.621088	4.72E-06	7.01E-05	7.48E-05	2.29E-05		1727.621088	4.57E-04	4.60E-05	6.06E-04	2.79E-05
1729.484756	1.11E-05	4.08E-05	1.67E-04	2.71E-05		1729.484756	4.05E-04	6.12E-05	4.52E-04	2.94E-05
1731.348425	3.85E-05	2.40E-05	2.90E-04	6.85E-06		1731.348425	3.54E-04	2.19E-04	2.27E-04	8.54E-05
1733.212094	7.17E-05	1.41E-04	5.38E-04	2.06E-05		1733.212094	3.46E-04	5.29E-04	1.71E-04	2.24E-04
1735.075763	2.04E-05	1.09E-04	4.85E-04	1.11E-05		1735.075763	1.47E-04	4.36E-04	1.37E-04	1.84E-04
1736.939432	9.02E-09	9.11E-05	4.39E-04	1.26E-05		1736.939432	2.23E-05	2.94E-04	3.56E-05	9.71E-05
1738.803101	1.33E-05	2.28E-05	3.02E-04	4.57E-05		1738.803101	1.81E-04	3.97E-05	1.64E-04	3.35E-05
1740.66677	2.66E-06	3.48E-05	1.96E-04	7.66E-05		1740.66677	2.85E-04	1.62E-04	3.20E-04	1.46E-04
1742.530439	1.95E-05	9.45E-05	5.87E-05	1.17E-04		1742.530439	4.12E-04	3.81E-04	5.08E-04	2.88E-04
1744.394108	4.27E-05	7.86E-05	7.18E-05	1.40E-04		1744.394108	4.97E-04	4.12E-04	4.96E-04	3.27E-04
1746.257777	5.00E-05	1.55E-04	3.43E-05	1.65E-04		1746.257777	5.96E-04	4.76E-04	4.78E-04	3.43E-04
1748.121446	2.63E-05	9.71E-05	6.78E-05	1.80E-04		1748.121446	5.47E-04	3.50E-04	2.92E-04	3.24E-04
1749.985115	3.15E-05	9.93E-05	1.75E-04	1.93E-04		1749.985115	6.26E-04	1.59E-04	1.40E-05	1.95E-04
1751.848783	9.96E-05	1.81E-04	6.07E-05	2.24E-04		1751.848783	7.68E-04	2.88E-04	5.27E-05	2.61E-04
1753.712452	9.31E-05	1.77E-04	6.31E-05	2.34E-04		1753.712452	7.61E-04	2.93E-04	4.03E-05	2.80E-04
1755.576121	1.29E-04	1.74E-04	3.11E-05	2.25E-04		1755.576121	7.97E-04	3.09E-04	4.09E-05	2.82E-04
1757.43979	1.47E-04	1.64E-04	1.90E-05	2.07E-04		1757.43979	8.00E-04	3.47E-04	7.06E-05	2.90E-04
1759.303459	1.29E-04	1.46E-04	4.69E-05	1.83E-04		1759.303459	7.50E-04	3.62E-04	1.01E-04	2.78E-04
1761.167128	1.19E-04	1.22E-04	7.42E-05	1.55E-04		1761.167128	7.08E-04	3.65E-04	1.31E-04	2.66E-04
1763.030797	1.02E-04	3.14E-05	1.63E-06	1.21E-04		1763.030797	6.43E-04	2.08E-04	1.20E-05	2.00E-04
1764.894466	6.59E-05	3.44E-05	7.16E-05	9.11E-05		1764.894466	5.41E-04	1.06E-05	2.33E-04	9.77E-05
1766.758135	1.50E-05	9.39E-05	1.64E-04	5.84E-05		1766.758135	4.07E-04	1.82E-04	4.72E-04	4.97E-06
1768.621804	2.81E-05	9.55E-05	1.40E-04	2.78E-05		1768.621804	3.96E-04	2.06E-04	5.31E-04	5.73E-05
1770.485473	5.07E-05	7.88E-05	3.81E-05	1.11E-05		1770.485473	4.11E-04	8.19E-05	3.93E-04	1.83E-05
1772.349142	1.74E-06	5.71E-05	5.88E-05	6.22E-06		1772.349142	3.47E-04	8.08E-06	2.85E-04	6.63E-06
1774.212811	3.24E-05	2.11E-06	2.20E-04	1.75E-05		1774.212811	3.17E-04	1.93E-04	7.22E-05	7.62E-05
1776.076479	2.17E-05	7.63E-05	3.88E-04	2.09E-05		1776.076479	3.22E-04	4.00E-04	1.81E-04	1.54E-04
1777.940148	3.58E-05	1.23E-04	5.01E-04	3.65E-05		1777.940148	2.95E-04	5.48E-04	3.82E-04	2.17E-04
1779.803817	7.21E-05	1.31E-04	5.62E-04	5.64E-05		1779.803817	2.28E-04	5.87E-04	4.57E-04	2.34E-04
1781.667486	9.85E-05	8.05E-05	5.36E-04	9.29E-05		1781.667486	9.90E-05	5.18E-04	4.29E-04	2.02E-04
1783.531155	7.95E-05	3.39E-05	4.70E-04	1.32E-04		1783.531155	1.63E-05	3.92E-04	3.46E-04	1.00E-04
1785.394824	7.45E-05	3.93E-05	5.10E-04	1.47E-04		1785.394824	6.80E-05	4.23E-04	4.31E-04	8.60E-05
1787.258493	1.33E-04	1.17E-05	4.37E-04	1.69E-04		1787.258493	1.63E-04	3.45E-04	3.97E-04	4.29E-05
1789.122162	1.55E-04	4.54E-05	3.64E-04	1.71E-04		1789.122162	1.90E-04	2.51E-04	3.32E-04	3.05E-06
1790.985831	1.59E-04	6.47E-05	3.29E-04	1.73E-04		1790.985831	1.83E-04	2.16E-04	3.26E-04	4.00E-06
1792.8495	2.01E-04	1.05E-04	2.62E-04	1.97E-04		1792.8495	2.28E-04	1.62E-04	2.81E-04	2.66E-05
1794.713169	2.29E-04	1.28E-04	2.14E-04	2.37E-04		1794.713169	2.55E-04	1.51E-04	2.68E-04	3.96E-05
1796.576838	2.27E-04	1.39E-04	1.54E-04	2.69E-04		1796.576838	2.51E-04	9.99E-05	2.31E-04	5.36E-05
1798.440506	2.59E-04	1.58E-04	7.99E-05	2.78E-04		1798.440506	2.64E-04	2.07E-05	1.52E-04	8.96E-05
1800.304175	3.23E-04	1.88E-04	5.05E-05	2.81E-04		1800.304175	3.36E-04	9.65E-05	1.95E-05	1.58E-04
1802.167844	3.25E-04	1.53E-04	8.05E-05	2.83E-04		1802.167844	3.37E-04	1.22E-04	1.54E-05	1.62E-04
1804.031513	3.02E-04	1.49E-04	1.21E-04	2.72E-04		1804.031513	3.23E-04	1.23E-04	2.47E-06	9.68E-05
1805.895182	2.45E-04	1.71E-04	2.20E-04	2.63E-04		1805.895182	2.76E-04	2.26E-04	1.36E-04	1.22E-04
1807.758851	2.16E-04	1.62E-04	2.19E-04	2.40E-04		1807.758851	2.27E-04	2.11E-04	1.44E-04	1.10E-04
1809.62252	1.97E-04	1.83E-04	2.57E-04	2.12E-04		1809.62252	2.22E-04	2.56E-04	2.02E-04	1.10E-04
1811.486189	1.25E-04	1.77E-04	2.62E-04	1.85E-04		1811.486189	1.70E-04	2.60E-04	2.24E-04	1.07E-04
1813.349858	8.65E-05	1.40E-04	1.92E-04	1.59E-04		1813.349858	1.19E-04	1.72E-04	1.30E-04	6.38E-05
1815.213527	1.02E-04	1.16E-04	1.32E-04	1.30E-04		1815.213527	1.29E-04	9.19E-05	3.95E-05	1.26E-05
1817.077196	7.40E-05	1.03E-04	1.44E-04	1.15E-04		1817.077196	1.14E-04	1.30E-04	8.70E-05	5.64E-05
1818.940865	1.76E-05	7.97E-05	1.29E-04	1.04E-04		1818.940865	3.48E-05	1.18E-04	4.96E-05	5.97E-05
1820.804533	6.87E-07	8.44E-05	1.73E-04	9.63E-05		1820.804533	1.62E-05	1.51E-04	6.63E-05	7.20E-05
1822.668202	4.66E-05	1.00E-05	8.07E-05	6.31E-05		1822.668202	3.86E-05	5.88E-05	1.83E-06	5.20E-05
1824.531871	7.67E-05	1.85E-05	5.26E-05	1.47E-05		1824.531871	5.68E-05	2.21E-05	2.84E-05	2.90E-05
1826.39554	1.21E-04	5.45E-05	5.52E-05	5.39E-05		1826.39554	7.96E-05	3.73E-05	8.17E-06	1.41E-05
1828.259209	1.24E-04	1.05E-04	4.48E-05	1.18E-04		1828.259209	9.00E-05	2.72E-05	2.66E-05	1.80E-05
1830.122878	1.48E-04	1.18E-04	5.48E-05	1.77E-04		1830.122878	1.15E-04	4.12E-05	6.95E-05	4.15E-05
1831.986547	1.96E-04	1.09E-04	2.62E-05	2.36E-04		1831.986547	1.61E-04	2.18E-05	5.90E-05	1.02E-04
1833.850216	2.27E-04	9.48E-05	2.82E-05	2.65E-04		1833.850216	1.78E-04	3.81E-05	6.21E-05	1.24E-04
1835.713885	2.72E-04	1.39E-04	4.45E-05	2.76E-04		1835.713885	2.31E-04	4.66E-05	4.69E-05	1.45E-04
1837.577554	3.37E-04	1.82E-04	1.16E-04	2.78E-04		1837.577554	2.79E-04	1.11E-04	1.40E-04	1.45E-04
1839.441223	3.43E-04	1.63E-04	9.20E-05	2.69E-04		1839.441223	2.45E-04	4.94E-05	7.64E-05	1.13E-04
1841.304892	2.95E-04	1.62E-04	4.57E-05	2.60E-04		1841.304892	1.46E-04	1.59E-05	1.97E-05	7.76E-05
